,,,ID,,,,,,,,,,,lon,lat,,,,
11,I,183,39700919,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,399507.27,513748.46,399587.22,513511.53,10,1
11,I,184,39700920,2,1355,2,21/04/2008,1,1,21/04/2008,22/07/2016,10/07/2014,,399627.19,517460,399565.99,513944,10,10
11,I,185,39700922,2,1355,2,21/04/2008,1,1,21/04/2008,25/11/2015,10/07/2014,,403308.3,514352.69,403474.29,513800.98,10,6
11,I,186,39700924,2,1355,2,21/04/2008,1,1,21/04/2008,27/11/2015,10/07/2014,,404369.55,516040.08,404367,515841,10,2
11,I,187,39700926,2,1355,2,21/04/2008,1,1,21/04/2008,20/07/2017,10/07/2014,,406585.68,514899.84,408047.88,513727.25,10,8
11,I,188,39700944,2,1355,2,21/04/2008,1,1,21/04/2008,26/08/2015,10/07/2014,,416897,520772,415374,523015,10,7
11,I,189,39700960,2,1355,2,21/04/2008,1,1,21/04/2008,11/08/2015,10/07/2014,,404721,519303,405051.92,521816.22,10,4
11,I,190,39700968,2,1355,2,21/04/2008,1,1,21/04/2008,28/10/2015,10/07/2014,,413468.69,524555.69,415507.6,525130.42,10,7
11,I,191,39700969,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,404857,520354,405921.38,519187.69,10,3
11,I,192,39700970,2,1355,2,21/04/2008,1,1,21/04/2008,02/11/2015,10/07/2014,,407769.02,518462.46,405921.38,519187.69,10,11
11,I,193,39700973,2,1355,2,21/04/2008,1,1,21/04/2008,25/08/2015,10/07/2014,,412571.79,517974.65,412268,520378,10,8
11,I,194,39702000,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,412506.66,520418.04,412528.94,520420.24,10,1
11,I,195,39702001,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,399277,513561,399297,513560,10,1
11,I,196,39702002,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417173.69,517064.33,417131.37,516913.54,10,3
11,I,197,39702003,2,1355,2,21/04/2008,1,1,21/04/2008,25/08/2020,10/07/2014,,407108.26,516851.26,410701,516667.8,10,7
11,I,198,39702004,2,1355,2,08/04/2020,1,1,21/04/2008,23/04/2020,10/07/2014,,415693.58,517547.12,414293,517016,10,5
11,I,199,39702006,1,1355,2,27/11/2008,1,1,27/11/2008,07/07/2015,10/07/2014,,405225.71,517989.24,405921.38,519187.69,10,3
11,I,200,39702007,1,1355,2,27/11/2008,1,1,27/11/2008,26/09/2018,27/11/2008,,404956,516592,405037.47,516475.09,10,4
11,I,201,39702008,1,1355,2,27/11/2008,1,1,27/11/2008,07/07/2015,10/07/2014,,417136.13,517278.48,417180.11,517271.3,10,1
11,I,202,39702009,1,1355,2,09/01/2013,1,1,09/01/2013,08/01/2020,10/07/2014,,410566.95,514788.38,410640.05,514763.13,10,4
11,I,203,39702013,2,1355,2,09/11/2009,1,1,09/11/2009,31/07/2015,10/07/2014,,398703.79,513511.05,398613.28,513134.85,10,1
11,I,204,39702014,1,1355,2,27/11/2008,1,1,27/11/2008,07/07/2015,10/07/2014,,405073.81,517433.2,405172.88,517485.26,10,5
11,I,205,39702015,1,1355,2,27/11/2008,1,1,27/11/2008,10/08/2017,10/07/2014,,404944.52,516770.48,405015.59,516706.11,10,3
11,I,206,39702016,1,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,10/07/2014,,405144,516372,405153,516406,10,1
11,I,207,39702017,1,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,28/09/2012,,417345.89,517000.52,417481.93,517059.24,10,6
11,I,208,39702018,1,1355,5,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,405711.94,517049.27,405827.11,517179.29,10,3
11,I,209,39702019,1,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,10/07/2014,,417202.3,516851.74,417211.2,516910.31,10,2
11,I,210,39702021,1,1355,2,28/11/2008,1,1,28/11/2008,26/09/2018,10/07/2014,,405177.71,516398.69,405179.35,516361.23,10,1
11,I,211,39702022,1,1355,5,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,411325.97,525381.51,410805,525679,10,5
11,I,212,39702023,1,1355,2,28/11/2008,1,1,28/11/2008,18/10/2017,28/09/2012,,404925.94,516049.51,405016.13,516006.06,10,3
11,I,213,39702024,1,1355,2,28/11/2008,1,1,28/11/2008,21/11/2018,10/07/2014,,413121.28,514695.02,413131.3,514646.68,10,1
11,I,214,39702025,2,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,10/07/2014,,399088.66,519706.04,399074.55,519538.57,10,1
11,I,215,39702026,1,1355,5,21/04/2008,1,1,21/04/2008,26/10/2015,10/07/2014,,413168.45,520717.18,416897,520772,10,1
11,I,216,39702027,2,1355,2,28/11/2008,1,1,28/11/2008,27/06/2017,10/07/2014,,399243.84,515645.22,399939.71,515709.9,10,1
11,I,217,39702028,2,1355,2,28/11/2008,1,1,28/11/2008,22/07/2016,10/07/2014,,411393,526447,411730.74,526357.88,10,1
11,I,218,39702029,1,1355,2,28/11/2008,1,1,28/11/2008,27/11/2015,10/07/2014,,404605.81,516389.86,404572.65,516374.73,10,1
11,I,219,39702030,2,1355,2,28/11/2008,1,1,28/11/2008,29/10/2015,10/07/2014,,405116.49,518357.15,402815.46,519099.04,10,1
11,I,220,39702031,2,1355,2,28/11/2008,1,1,28/11/2008,17/11/2021,10/07/2014,,404593.1,516570.35,404469.1,516615.8,10,1
11,I,221,39702032,1,1355,2,28/11/2008,1,1,28/11/2008,11/11/2016,10/07/2014,,401623.75,517694.71,401606.81,516488.91,10,1
11,I,222,39702033,1,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,10/07/2014,,404911.42,516645.93,404921.14,516652.93,10,1
11,I,223,39702034,2,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,10/07/2014,,405704,516113,405930.78,516200.04,10,2
11,I,224,39702035,2,1355,2,28/11/2008,1,1,28/11/2008,08/12/2016,10/07/2014,,404999.8,521431.18,405593.7,521082.51,10,1
11,I,225,39702040,2,1355,2,03/12/2008,1,1,03/12/2008,08/12/2016,10/07/2014,,392474.44,526690.28,392537.43,526901.52,10,1
11,I,226,39702036,1,1355,2,28/11/2008,1,1,28/11/2008,07/07/2015,17/10/2012,,396364.63,523771.44,396340.36,523823.03,10,3
11,I,227,39702038,2,1355,2,03/12/2008,1,1,03/12/2008,08/12/2016,10/07/2014,,395215.78,526144.45,395249.49,525944.55,10,1
11,I,228,39702039,2,1355,2,22/10/2015,1,1,22/10/2015,22/10/2015,22/10/2015,,390675.09,528194.57,390614.03,528087.01,10,1
11,I,229,39702042,2,1355,2,21/11/2018,1,1,10/01/2013,21/11/2018,10/07/2014,,413150.67,514699.53,413053,514684,10,1
11,I,230,39702043,2,1355,2,03/12/2008,1,1,03/12/2008,22/07/2016,10/07/2014,,399535.56,517002.96,399415.64,517006.74,10,1
11,I,231,42812207,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2017,10/07/2014,,417027.64,535227.44,417227.95,535114.81,10,10
11,I,232,42812208,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424835.09,530119.53,424694.85,530073.93,10,3
11,I,233,42812209,1,1355,2,21/04/2008,1,1,21/04/2008,02/10/2015,10/07/2014,,424694.85,530073.93,424712.66,529870.98,10,2
11,I,234,42812210,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424736.85,529870.94,424721.57,530059.27,10,1
11,I,235,42812211,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424696.49,530051.1,424837,530096.83,10,6
11,I,236,42812212,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424224.39,529975.92,424231.5,530050.66,10,1
11,I,237,42812214,1,1355,2,02/10/2015,1,1,21/04/2008,02/10/2015,05/05/2010,,424786.29,530079.91,424801.59,529875.5,1,1
11,I,238,42812215,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424826.34,529877.25,424818.12,529971.41,10,1
11,I,239,42812216,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424779.47,530101.81,424742.26,530065.22,10,2
11,I,240,42812217,1,1355,2,02/10/2015,1,1,21/04/2008,09/12/2021,05/05/2010,,424757.23,529872.49,424742.26,530065.22,1,1
11,I,241,42812218,2,1355,2,02/10/2015,1,1,21/04/2008,02/10/2015,05/05/2010,,424763.08,530072.16,424778.99,529874.04,10,1
11,I,242,42812219,2,1355,4,05/05/2010,1,1,21/04/2008,05/05/2010,05/05/2010,05/05/2010,424736.85,529870.94,424826.34,529877.25,10,0
11,I,243,42812220,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424871.7,529661.74,424784,529657,10,2
11,I,244,42812221,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424823,529678,424870.25,529681.75,10,2
11,I,245,42812222,2,1355,2,21/04/2008,1,1,21/04/2008,02/10/2015,10/07/2014,,424784,529657,424811.85,529833.25,10,1
11,I,246,42812223,1,1355,2,02/10/2015,1,1,21/04/2008,02/10/2015,05/05/2010,,424832.23,529834.92,424825,529658,10,3
11,I,247,42812225,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424818.12,529971.41,424808.64,530087.37,10,1
11,I,248,42812226,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424818.12,529971.41,424846.42,529973.53,10,1
11,I,249,42812230,1,1355,2,21/04/2008,1,1,21/04/2008,02/11/2015,10/07/2014,,416362.5,533510.62,416986.71,533973.03,10,8
11,I,250,42812227,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,414686.99,531479.4,414783.17,531524.35,10,3
11,I,251,42812228,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,415013.52,531219.86,414826,531249,10,4
11,I,252,42812229,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,422759.38,528240.6,422808.19,528133.08,10,2
11,I,253,42812231,1,1355,2,05/11/2014,1,1,05/11/2014,31/07/2015,05/11/2014,,422130.5,527837.73,422131.98,527504.06,10,1
11,I,254,42812232,1,1355,2,22/09/2015,1,1,21/04/2008,28/10/2015,10/07/2014,,420973,529095,421069.28,529118.31,10,4
11,I,255,42812233,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419853.13,535197.22,419891.87,535155.13,10,1
11,I,256,42812234,1,1355,2,21/04/2008,1,1,21/04/2008,11/11/2021,10/07/2014,,416944.4,535535.39,416876.59,535490.58,10,2
11,I,257,42812235,1,1355,5,21/04/2008,1,1,21/04/2008,22/10/2018,10/07/2014,,414520.03,538347.47,419266.57,535477.57,10,1
11,I,258,42812236,1,1355,2,21/04/2008,1,1,21/04/2008,21/12/2021,10/07/2014,,421948.39,528345.06,422054.63,528314.84,10,2
11,I,259,42812237,1,1355,2,21/04/2008,1,1,21/04/2008,02/10/2018,10/07/2014,,419526,526926,419568.08,526940.57,1,1
11,I,260,42812238,1,1355,2,21/04/2008,1,1,21/04/2008,02/11/2015,10/07/2014,,421828,528453,421872,528335,10,1
11,I,261,42812239,1,1355,2,21/04/2008,1,1,21/04/2008,06/08/2015,10/07/2014,,415229.53,535078.9,415390.17,535196.31,10,11
11,I,262,42812240,1,1355,2,21/04/2008,1,1,21/04/2008,17/09/2015,10/07/2014,,420157.85,535074.53,420260.66,535014.49,10,5
11,I,263,42812242,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420795,528923,420791,528861,10,1
11,I,264,42812243,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417566,526342,417599,526364,10,1
11,I,265,42812246,1,1355,2,21/04/2008,1,1,21/04/2008,27/04/2017,10/07/2014,,421193,528290,421270.29,528361.7,10,1
11,I,266,42812247,1,1355,5,21/04/2008,1,1,21/04/2008,24/07/2017,10/07/2014,,416757.6,535548.73,417255.23,535180.79,10,4
11,I,267,42812248,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423776.61,529730.06,423760.06,529606.37,10,1
11,I,268,42812249,1,1355,2,21/04/2008,1,1,21/04/2008,28/11/2018,10/07/2014,,421916,528028,421922,527979,10,1
11,I,269,42812250,2,1355,2,08/12/2015,1,1,21/04/2008,08/12/2015,10/07/2014,,416273.55,536835.88,417073.74,537008.71,10,2
11,I,270,42812251,1,1355,2,21/04/2008,1,1,21/04/2008,24/07/2017,10/07/2014,,416217.73,535852.51,416307,535922,10,4
11,I,271,42812252,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420956,528558,420850.73,528578.29,10,4
11,I,272,42812253,1,1355,2,21/04/2008,1,1,21/04/2008,04/08/2015,10/07/2014,,419128,528553,419231,528505,10,9
11,I,273,42812254,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420683.63,529817.05,420873.02,529817.39,10,5
11,I,274,42812255,1,1355,2,21/04/2008,1,1,21/04/2008,05/12/2018,10/07/2014,,420844.4,530051.28,420691,529990,10,21
11,I,275,42812256,1,1355,2,21/04/2008,1,1,21/04/2008,25/07/2017,10/07/2014,,420692.44,529634.3,420951,529595,10,6
11,I,276,42812257,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,422065.09,528792.67,422063.47,528837.03,10,3
11,I,277,42812258,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420929.24,528669.7,420881.25,528408.48,10,4
11,I,278,42812259,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,421109.9,529523.71,421104.85,529422.34,10,3
11,I,279,42812260,1,1355,4,06/02/2020,1,1,21/04/2008,06/02/2020,10/07/2014,06/02/2020,421347.17,529095.37,421299,529112,10,0
11,I,280,42812261,1,1355,2,21/04/2008,1,1,21/04/2008,26/09/2018,10/07/2014,,421364.62,528937.38,421306,529073,10,2
11,I,281,42812267,1,1355,5,14/06/2018,1,1,21/04/2008,14/06/2018,10/07/2014,,425264.34,529280.95,425703.53,530460.7,10,1
11,I,282,42812263,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420343,528072,420324.07,527841.19,10,3
11,I,283,42812265,1,1355,2,21/04/2008,1,1,21/04/2008,13/07/2015,10/07/2014,,420259,527968,420137.89,527984.56,10,3
11,I,284,42812266,1,1355,5,21/04/2008,1,1,21/04/2008,03/07/2017,10/07/2014,,422227,529017,423271.11,528319.88,10,1
11,I,285,42812268,1,1355,5,21/04/2008,1,1,21/04/2008,02/10/2017,10/07/2014,,418908,533158.96,418217.67,533166.16,10,1
11,I,286,42812271,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423588.49,529983.21,423582.53,529949.07,10,1
11,I,287,42812272,1,1355,2,21/04/2008,1,1,21/04/2008,02/10/2015,10/07/2014,,418908,533158.96,419091.91,532569.44,10,6
11,I,288,42812273,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416503.77,535566.96,416650.46,535595.46,1,4
11,I,289,42812274,1,1355,2,21/04/2008,1,1,21/04/2008,25/07/2017,10/07/2014,,420120.44,530581.58,419960.34,530587.07,10,4
11,I,290,42812275,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417290.12,535193,417396.71,535131.03,10,1
11,I,291,42812276,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420887,528375,420873,528278,10,1
11,I,292,42812277,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419018.76,534550.04,418993,534524,10,1
11,I,293,42812278,1,1355,2,21/04/2008,1,1,21/04/2008,06/08/2015,10/07/2014,,416624.16,537613.37,416495.33,537737.98,10,1
11,I,294,42812279,1,1355,5,21/04/2008,1,1,21/04/2008,05/09/2018,10/07/2014,,419531.04,535343.89,417993.39,535072.08,10,1
11,I,295,42812280,1,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,424888.01,529392,423628.22,529907.4,10,20
11,I,296,42812281,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416230.96,535477.23,416503.77,535566.96,1,5
11,I,297,42812282,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420247,534973,419827.09,535189.23,10,7
11,I,298,42812283,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420351,528889,420286,528885,10,1
11,I,299,42812284,1,1355,2,21/04/2008,1,1,21/04/2008,02/11/2015,10/07/2014,,416986.71,533973.03,417289.1,532792.86,10,4
11,I,300,42812285,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416166,535977,416223,535936,10,1
11,I,301,42812286,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418307,535258,418375,535256,10,1
11,I,302,42812287,1,1355,2,21/04/2008,1,1,21/04/2008,21/03/2018,10/07/2014,,419632.7,535320.8,419687.54,535385.71,10,1
11,I,303,42812288,1,1355,2,21/04/2008,1,1,21/04/2008,03/05/2017,10/07/2014,,423879.12,529918.83,423834.26,529735.91,10,1
11,I,304,42812289,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417685.31,535117.33,417702,535057,10,2
11,I,305,42812290,1,1355,2,06/11/2014,1,1,06/11/2014,07/07/2015,06/11/2014,,421104,528316,421023,528317,10,2
11,I,306,42812291,1,1355,5,21/04/2008,1,1,21/04/2008,06/08/2015,10/07/2014,,416499.01,537737.61,416144.42,537548.69,10,1
11,I,307,42812292,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416633.55,537646.22,416619.19,537571.08,10,4
11,I,308,42812293,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420995.55,529232.33,421077.05,529252.8,10,2
11,I,309,42812294,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419427.43,528100.65,419314.71,528105.72,10,7
11,I,310,42812295,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420536,528825,420592,528814,10,1
11,I,311,42812296,1,1355,2,29/09/2015,1,1,21/04/2008,14/03/2018,10/07/2014,,420984.71,529647.18,420782.34,529238.74,10,21
11,I,312,42812297,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420081.68,527375.51,420008.99,527327,10,3
11,I,313,42812298,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420789,529619,420787.53,529558.25,10,3
11,I,314,42812299,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419495,528139,419399,528212,10,5
11,I,315,42812300,1,1355,2,21/04/2008,1,1,21/04/2008,18/08/2015,10/07/2014,,418309,526910,418375,527010,10,6
11,I,316,42812301,1,1355,2,21/04/2008,1,1,21/04/2008,24/07/2017,10/07/2014,,412073.22,538597.01,412802.42,538433.45,10,6
11,I,317,42812302,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2017,10/07/2014,,416447,533281,416429,533251,10,3
11,I,318,42812303,1,1355,2,21/04/2008,1,1,21/04/2008,25/07/2017,10/07/2014,,420630,529848,420515.57,529781.52,10,3
11,I,319,42812304,1,1355,2,21/04/2008,1,1,21/04/2008,06/08/2015,10/07/2014,,415240.54,534926.1,415271.67,534946.82,10,3
11,I,320,42812305,1,1355,2,21/04/2008,1,1,21/04/2008,26/06/2018,10/07/2014,,422827,527974,422911,528107,10,6
11,I,321,42812306,1,1355,5,21/04/2008,1,1,21/04/2008,09/10/2015,10/07/2014,,416362.5,533510.62,416437.19,535550.35,10,1
11,I,322,42812307,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416057,535733,416096,535688,10,1
11,I,323,42812308,1,1355,2,21/04/2008,1,1,21/04/2008,01/12/2021,10/07/2014,,419222,535119.99,419126.78,535037.69,10,3
11,I,324,42812309,1,1355,2,21/04/2008,1,1,21/04/2008,06/08/2015,10/07/2014,,415337.01,534855.33,415350.33,534901.4,10,3
11,I,325,42812310,1,1355,5,21/04/2008,1,1,21/04/2008,22/01/2019,10/07/2014,,421277,530055,422777,529787,10,4
11,I,326,42812311,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419829.7,534787.73,419700.46,534543.73,10,3
11,I,327,42812312,1,1355,5,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419210.05,535480.18,419285.58,535677.54,10,1
11,I,328,42812313,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419210.05,535480.18,419285.58,535677.54,10,1
11,I,329,42812314,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411957.77,539263.78,412035.21,539010.02,10,5
11,I,330,42812315,1,1355,2,21/04/2008,1,1,21/04/2008,01/06/2020,10/07/2014,,416261.63,534912.91,416203.11,534845.19,10,3
11,I,331,42812316,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,414783.17,531524.35,414868.19,531243.6,10,6
11,I,332,42812317,1,1355,2,21/04/2008,1,1,21/04/2008,08/07/2020,10/07/2014,,419525.13,535189.74,419564.87,535325.62,10,5
11,I,333,42812318,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,415765,535335,415746,535465,10,1
11,I,334,42812319,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418240.71,526201.99,418617,525855,10,5
11,I,335,42812320,1,1355,2,16/03/2017,1,1,21/04/2008,16/03/2017,10/07/2014,,421274,529028,421271.52,529008.29,10,3
11,I,336,42812321,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416421.24,533633.38,416460.14,533594.87,10,1
11,I,337,42812325,1,1355,2,21/04/2008,1,1,21/04/2008,28/09/2017,10/07/2014,,420302,527523,420120.75,527501.02,10,3
11,I,338,42812322,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416446.65,533563.87,416470.79,533483.7,10,3
11,I,339,42812323,1,1355,2,21/04/2008,1,1,21/04/2008,26/09/2018,10/07/2014,,421327.27,528969.01,421275.15,528953.2,10,1
11,I,340,42812324,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419502.47,535075.02,419652.02,535024.4,10,8
11,I,341,42812326,1,1355,2,21/04/2008,1,1,21/04/2008,20/07/2017,10/07/2014,,417512,526408,417597.82,526294,10,2
11,I,342,42812327,1,1355,2,21/04/2008,1,1,21/04/2008,15/09/2016,10/07/2014,,421353,530515,421099,530334,10,1
11,I,343,42812328,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,419541.91,534543.92,419724.25,534449.12,10,5
11,I,344,42812329,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417300.06,535092.26,417364.77,535052.13,10,1
11,I,345,42812330,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416697,535580.64,416757.6,535548.73,10,1
11,I,346,39702044,2,1355,2,03/12/2008,1,1,03/12/2008,22/07/2016,10/07/2014,,399448.12,516699.15,398298.4,516672.87,10,1
11,I,347,39702045,2,1355,2,03/12/2008,1,1,03/12/2008,22/07/2016,10/07/2014,,399428.91,516635.51,399863.91,516201.94,10,1
11,I,348,39702046,2,1355,2,03/12/2008,1,1,03/12/2008,07/07/2015,10/07/2014,,399246,515974,399045.85,515976.61,10,1
11,I,349,39702047,2,1355,2,03/12/2008,1,1,03/12/2008,28/10/2015,10/07/2014,,400634.75,514372.2,400702.15,514184.2,10,1
11,I,350,39702048,2,1355,2,03/12/2008,1,1,03/12/2008,27/06/2017,10/07/2014,,400258,514250,400334.04,514056.7,10,1
11,I,351,39702051,1,1355,5,21/04/2008,1,1,21/04/2008,20/10/2017,10/07/2014,,420729,522552,418218,520279,10,1
11,I,352,39702052,2,1355,2,18/10/2012,1,1,18/10/2012,07/06/2017,18/10/2012,,417014.63,516035,417876.26,515967.52,10,2
11,I,353,39702053,1,1355,5,21/04/2008,1,1,21/04/2008,22/09/2015,10/07/2014,,411924.09,531045.14,412178.99,530110.87,10,1
11,I,354,39702055,1,1355,2,13/11/2008,1,1,13/11/2008,16/09/2015,10/07/2014,,412281.73,524143,412313.8,524198.71,10,2
11,I,355,39702056,2,1355,2,13/11/2008,1,1,13/11/2008,07/07/2015,10/07/2014,,414025.37,516730.04,413992.01,516848.47,10,1
11,I,356,39702058,2,1355,2,13/11/2008,1,1,13/11/2008,12/07/2016,10/07/2014,,412767,516447.75,412917.95,515457.64,10,1
11,I,357,39702059,1,1355,2,13/11/2008,1,1,13/11/2008,07/07/2015,10/07/2014,,406706.26,526248.07,406784.13,526282.38,10,1
11,I,358,39702061,1,1355,5,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,394606.37,524839.48,394604.97,524991.8,10,1
11,I,359,39702062,2,1355,2,13/11/2008,1,1,13/11/2008,09/12/2015,19/08/2014,,408971,525327,408049.54,525826.61,10,4
11,I,360,39702063,2,1355,2,13/11/2008,1,1,13/11/2008,04/11/2015,10/07/2014,,397107.21,520518.48,396750.35,520712.15,10,1
11,I,361,39702064,2,1355,2,13/11/2008,1,1,13/11/2008,07/07/2015,10/07/2014,,397032.14,520458.79,397073.04,520317.29,10,1
11,I,362,39702065,2,1355,2,13/11/2008,1,1,13/11/2008,07/07/2015,12/03/2015,,396442.65,520058.37,396517.49,520074.8,10,1
11,I,363,39702066,2,1355,2,13/11/2008,1,1,13/11/2008,07/07/2015,10/07/2014,,396250.51,520121.71,396275.17,520046.08,10,1
11,I,364,39702067,2,1355,2,13/11/2008,1,1,13/11/2008,07/07/2015,10/07/2014,,411274.63,516479.81,411309.5,516081.51,10,1
11,I,365,39702068,2,1355,2,20/11/2008,1,1,20/11/2008,22/07/2016,10/07/2014,,403878.25,520132.16,404113.52,520254.99,10,1
11,I,366,39702069,2,1355,2,20/11/2008,1,1,20/11/2008,26/11/2015,10/07/2014,,413499.73,527823.31,413247.55,527515.02,10,1
11,I,367,39702070,1,1355,4,17/09/2018,1,1,20/11/2008,17/09/2018,10/07/2014,17/09/2018,415323.04,525375.41,415365.38,525381.61,10,0
11,I,368,39702071,2,1355,2,20/11/2008,1,1,20/11/2008,07/07/2015,18/03/2015,,405059.07,518592.03,404987.33,518590.38,10,1
11,I,369,39702077,2,1355,2,18/10/2012,1,1,18/10/2012,22/07/2016,18/10/2012,,403867.66,520142.53,403707.78,519979.14,10,1
11,I,370,39702072,2,1355,2,20/11/2008,1,1,20/11/2008,07/07/2015,10/07/2014,,400940,519990,400807.5,519968.5,10,1
11,I,371,39702074,2,1355,2,20/11/2008,1,1,20/11/2008,25/07/2017,10/07/2014,,394576.95,525583.85,394563.99,525524.88,10,1
11,I,372,39702076,1,1355,2,20/11/2008,1,1,20/11/2008,07/07/2015,10/07/2014,,397222.16,523675.69,397232.76,523672.28,10,1
11,I,373,39702078,2,1355,2,18/10/2012,1,1,18/10/2012,07/07/2015,18/10/2012,,417471.41,519882.15,417650.02,519841.15,10,1
11,I,374,39702079,1,1355,5,21/04/2008,1,1,21/04/2008,20/07/2017,10/07/2014,,410554.39,515064.8,410564.52,515143.3,10,1
11,I,375,39702080,1,1355,2,17/12/2012,1,1,17/12/2012,07/07/2015,17/12/2012,,391348.28,528230.85,391428.31,528251.51,10,1
